participant_id,split,_STATE,SEQNO,target
53-2023022970,train,53.0,b'2023022970',0
18-2023008186,train,18.0,b'2023008186',1
24-2023014089,train,24.0,b'2023014089',0
51-2023006854,train,51.0,b'2023006854',0
24-2023016216,train,24.0,b'2023016216',0
78-2023001214,train,78.0,b'2023001214',0
49-2023003119,train,49.0,b'2023003119',0
48-2023005004,train,48.0,b'2023005004',0
53-2023011701,train,53.0,b'2023011701',0
08-2023005525,train,8.0,b'2023005525',0
48-2023006191,train,48.0,b'2023006191',0
36-2023005804,train,36.0,b'2023005804',0
09-2023007268,train,9.0,b'2023007268',0
06-2023011013,train,6.0,b'2023011013',0
26-2023003213,train,26.0,b'2023003213',0
18-2023005094,train,18.0,b'2023005094',0
20-2023006736,train,20.0,b'2023006736',0
22-2023003359,train,22.0,b'2023003359',0
49-2023007014,train,49.0,b'2023007014',0
10-2023002578,train,10.0,b'2023002578',0
44-2023000105,train,44.0,b'2023000105',0
13-2023000018,train,13.0,b'2023000018',0
17-2023004984,train,17.0,b'2023004984',0
45-2023010018,train,45.0,b'2023010018',0
34-2023009291,train,34.0,b'2023009291',0
12-2023000035,train,12.0,b'2023000035',0
16-2023001111,train,16.0,b'2023001111',0
02-2023003556,train,2.0,b'2023003556',0
39-2023000040,train,39.0,b'2023000040',0
30-2023003356,train,30.0,b'2023003356',0
02-2023003929,train,2.0,b'2023003929',0
01-2023002693,train,1.0,b'2023002693',0
72-2023001026,train,72.0,b'2023001026',0
53-2023024937,train,53.0,b'2023024937',0
51-2023005243,train,51.0,b'2023005243',0
41-2023006109,train,41.0,b'2023006109',0
27-2023010300,train,27.0,b'2023010300',0
51-2023003580,train,51.0,b'2023003580',0
19-2023007792,train,19.0,b'2023007792',0
12-2023000208,train,12.0,b'2023000208',0
26-2023007008,train,26.0,b'2023007008',0
53-2023010451,train,53.0,b'2023010451',0
23-2023008700,train,23.0,b'2023008700',0
36-2023006994,train,36.0,b'2023006994',0
02-2023002199,train,2.0,b'2023002199',0
49-2023011133,train,49.0,b'2023011133',0
12-2023012169,train,12.0,b'2023012169',0
53-2023021187,train,53.0,b'2023021187',0
16-2023003377,train,16.0,b'2023003377',0
06-2023007535,train,6.0,b'2023007535',0
34-2023002085,train,34.0,b'2023002085',0
72-2023002768,train,72.0,b'2023002768',0
36-2023015491,train,36.0,b'2023015491',0
26-2023004263,train,26.0,b'2023004263',0
01-2023002412,train,1.0,b'2023002412',0
20-2023003825,train,20.0,b'2023003825',0
18-2023008353,train,18.0,b'2023008353',0
20-2023004966,train,20.0,b'2023004966',0
53-2023011583,train,53.0,b'2023011583',0
17-2023004069,train,17.0,b'2023004069',0
09-2023009056,train,9.0,b'2023009056',0
34-2023009328,train,34.0,b'2023009328',0
31-2023006817,train,31.0,b'2023006817',0
55-2023007768,train,55.0,b'2023007768',0
12-2023005216,train,12.0,b'2023005216',0
41-2023001084,train,41.0,b'2023001084',0
31-2023010122,train,31.0,b'2023010122',0
36-2023011751,train,36.0,b'2023011751',0
06-2023009577,train,6.0,b'2023009577',1
22-2023001466,train,22.0,b'2023001466',0
36-2023007283,train,36.0,b'2023007283',0
18-2023005727,train,18.0,b'2023005727',0
39-2023012994,train,39.0,b'2023012994',0
12-2023009281,train,12.0,b'2023009281',0
50-2023003276,train,50.0,b'2023003276',0
30-2023003462,train,30.0,b'2023003462',0
08-2023008557,train,8.0,b'2023008557',0
17-2023003133,train,17.0,b'2023003133',0
29-2023006739,train,29.0,b'2023006739',0
15-2023003026,train,15.0,b'2023003026',0
31-2023011114,train,31.0,b'2023011114',0
72-2023001109,train,72.0,b'2023001109',0
39-2023012118,train,39.0,b'2023012118',0
37-2023004020,train,37.0,b'2023004020',0
06-2023003721,train,6.0,b'2023003721',0
29-2023007075,train,29.0,b'2023007075',0
23-2023005306,train,23.0,b'2023005306',1
06-2023003577,train,6.0,b'2023003577',0
49-2023007640,train,49.0,b'2023007640',0
04-2023011340,train,4.0,b'2023011340',0
31-2023010748,train,31.0,b'2023010748',0
49-2023002735,train,49.0,b'2023002735',0
17-2023004678,train,17.0,b'2023004678',0
36-2023007104,train,36.0,b'2023007104',0
48-2023008697,train,48.0,b'2023008697',0
04-2023005775,train,4.0,b'2023005775',0
15-2023001732,train,15.0,b'2023001732',0
06-2023005658,train,6.0,b'2023005658',0
31-2023008617,train,31.0,b'2023008617',0
19-2023003760,train,19.0,b'2023003760',0
22-2023005113,train,22.0,b'2023005113',0
20-2023004099,train,20.0,b'2023004099',0
09-2023003402,train,9.0,b'2023003402',0
18-2023008016,train,18.0,b'2023008016',0
16-2023003468,train,16.0,b'2023003468',0
10-2023002374,train,10.0,b'2023002374',0
24-2023004893,train,24.0,b'2023004893',0
31-2023010482,train,31.0,b'2023010482',0
22-2023002477,train,22.0,b'2023002477',0
24-2023006325,train,24.0,b'2023006325',0
36-2023009368,train,36.0,b'2023009368',0
29-2023004060,train,29.0,b'2023004060',0
23-2023011399,train,23.0,b'2023011399',0
44-2023000114,train,44.0,b'2023000114',0
19-2023006809,train,19.0,b'2023006809',0
31-2023011855,train,31.0,b'2023011855',0
26-2023006202,train,26.0,b'2023006202',0
02-2023003967,train,2.0,b'2023003967',0
55-2023012180,train,55.0,b'2023012180',0
19-2023003327,train,19.0,b'2023003327',0
36-2023007132,train,36.0,b'2023007132',0
15-2023004912,train,15.0,b'2023004912',0
26-2023007893,train,26.0,b'2023007893',0
54-2023002546,train,54.0,b'2023002546',0
56-2023001881,train,56.0,b'2023001881',0
53-2023013673,train,53.0,b'2023013673',0
29-2023006450,train,29.0,b'2023006450',0
55-2023010786,train,55.0,b'2023010786',0
27-2023005806,train,27.0,b'2023005806',0
41-2023006206,train,41.0,b'2023006206',0
39-2023012254,train,39.0,b'2023012254',0
23-2023006558,train,23.0,b'2023006558',0
53-2023021515,train,53.0,b'2023021515',0
28-2023002698,train,28.0,b'2023002698',0
16-2023000998,train,16.0,b'2023000998',0
39-2023006371,train,39.0,b'2023006371',0
51-2023000227,train,51.0,b'2023000227',0
35-2023002579,train,35.0,b'2023002579',0
41-2023006194,train,41.0,b'2023006194',0
25-2023002446,train,25.0,b'2023002446',0
50-2023004788,train,50.0,b'2023004788',0
20-2023002373,train,20.0,b'2023002373',0
24-2023014923,train,24.0,b'2023014923',0
02-2023001678,train,2.0,b'2023001678',0
53-2023019916,train,53.0,b'2023019916',0
53-2023008063,train,53.0,b'2023008063',0
53-2023021267,train,53.0,b'2023021267',0
27-2023012803,train,27.0,b'2023012803',0
39-2023005771,train,39.0,b'2023005771',0
31-2023002890,train,31.0,b'2023002890',0
28-2023001320,train,28.0,b'2023001320',0
39-2023008457,train,39.0,b'2023008457',0
40-2023006086,train,40.0,b'2023006086',0
36-2023017324,train,36.0,b'2023017324',0
41-2023004912,train,41.0,b'2023004912',0
23-2023007446,train,23.0,b'2023007446',0
19-2023002438,train,19.0,b'2023002438',0
49-2023005246,train,49.0,b'2023005246',0
53-2023018337,train,53.0,b'2023018337',0
02-2023005219,train,2.0,b'2023005219',0
08-2023008316,train,8.0,b'2023008316',0
05-2023003064,train,5.0,b'2023003064',0
04-2023002535,train,4.0,b'2023002535',0
20-2023003190,train,20.0,b'2023003190',0
29-2023000162,train,29.0,b'2023000162',0
36-2023011861,train,36.0,b'2023011861',0
49-2023007987,train,49.0,b'2023007987',0
53-2023000385,train,53.0,b'2023000385',0
08-2023006054,train,8.0,b'2023006054',0
29-2023004774,train,29.0,b'2023004774',0
24-2023012398,train,24.0,b'2023012398',0
17-2023003662,train,17.0,b'2023003662',0
13-2023006044,train,13.0,b'2023006044',0
12-2023012181,train,12.0,b'2023012181',0
41-2023005034,train,41.0,b'2023005034',0
25-2023008591,train,25.0,b'2023008591',0
34-2023005108,train,34.0,b'2023005108',0
39-2023007575,train,39.0,b'2023007575',0
47-2023003872,train,47.0,b'2023003872',0
22-2023001692,train,22.0,b'2023001692',0
36-2023000164,train,36.0,b'2023000164',0
53-2023009266,train,53.0,b'2023009266',0
19-2023003037,train,19.0,b'2023003037',0
44-2023003752,train,44.0,b'2023003752',0
02-2023001740,train,2.0,b'2023001740',0
18-2023008696,train,18.0,b'2023008696',0
04-2023008553,train,4.0,b'2023008553',0
20-2023005737,train,20.0,b'2023005737',0
25-2023005470,train,25.0,b'2023005470',0
66-2023000560,train,66.0,b'2023000560',0
09-2023001693,train,9.0,b'2023001693',0
36-2023000361,train,36.0,b'2023000361',0
30-2023003710,train,30.0,b'2023003710',0
29-2023002914,train,29.0,b'2023002914',0
23-2023010434,train,23.0,b'2023010434',0
34-2023008908,train,34.0,b'2023008908',0
25-2023004223,train,25.0,b'2023004223',0
39-2023007466,train,39.0,b'2023007466',0
27-2023002849,train,27.0,b'2023002849',0
39-2023009568,train,39.0,b'2023009568',0
53-2023020158,train,53.0,b'2023020158',0
13-2023007969,train,13.0,b'2023007969',0
55-2023005240,train,55.0,b'2023005240',0
16-2023002518,train,16.0,b'2023002518',0
18-2023004463,train,18.0,b'2023004463',0
24-2023011556,train,24.0,b'2023011556',0
20-2023004047,train,20.0,b'2023004047',0
39-2023007015,train,39.0,b'2023007015',0
30-2023000151,train,30.0,b'2023000151',0
28-2023003376,train,28.0,b'2023003376',0
30-2023005251,train,30.0,b'2023005251',0
51-2023004014,train,51.0,b'2023004014',0
35-2023002530,train,35.0,b'2023002530',0
33-2023004373,train,33.0,b'2023004373',0
13-2023003078,train,13.0,b'2023003078',0
06-2023006701,train,6.0,b'2023006701',0
53-2023014419,train,53.0,b'2023014419',0
27-2023006027,train,27.0,b'2023006027',0
06-2023009748,train,6.0,b'2023009748',0
31-2023010284,train,31.0,b'2023010284',0
31-2023012100,train,31.0,b'2023012100',0
06-2023006512,train,6.0,b'2023006512',0
18-2023008386,train,18.0,b'2023008386',0
54-2023001469,train,54.0,b'2023001469',0
34-2023006179,train,34.0,b'2023006179',0
29-2023000075,train,29.0,b'2023000075',0
34-2023000015,train,34.0,b'2023000015',0
41-2023004815,train,41.0,b'2023004815',0
08-2023005483,train,8.0,b'2023005483',0
36-2023000268,train,36.0,b'2023000268',0
37-2023002694,train,37.0,b'2023002694',0
44-2023004310,train,44.0,b'2023004310',0
23-2023011249,train,23.0,b'2023011249',0
13-2023006541,train,13.0,b'2023006541',0
53-2023021741,train,53.0,b'2023021741',0
49-2023002324,train,49.0,b'2023002324',0
22-2023004127,train,22.0,b'2023004127',0
31-2023002495,train,31.0,b'2023002495',0
45-2023004500,train,45.0,b'2023004500',0
17-2023003428,train,17.0,b'2023003428',0
08-2023004471,train,8.0,b'2023004471',0
55-2023011951,train,55.0,b'2023011951',0
25-2023006689,train,25.0,b'2023006689',0
24-2023016566,train,24.0,b'2023016566',0
02-2023003222,train,2.0,b'2023003222',0
36-2023009663,train,36.0,b'2023009663',0
50-2023006280,train,50.0,b'2023006280',0
24-2023010051,train,24.0,b'2023010051',0
25-2023003159,train,25.0,b'2023003159',0
33-2023004991,train,33.0,b'2023004991',0
12-2023004886,train,12.0,b'2023004886',0
29-2023003064,train,29.0,b'2023003064',0
40-2023002399,train,40.0,b'2023002399',0
34-2023008700,train,34.0,b'2023008700',0
35-2023002670,train,35.0,b'2023002670',0
13-2023007552,train,13.0,b'2023007552',0
44-2023005514,train,44.0,b'2023005514',0
30-2023004545,train,30.0,b'2023004545',0
22-2023005059,train,22.0,b'2023005059',0
47-2023004728,train,47.0,b'2023004728',0
36-2023013873,train,36.0,b'2023013873',0
45-2023005623,train,45.0,b'2023005623',0
47-2023000054,train,47.0,b'2023000054',0
08-2023000045,train,8.0,b'2023000045',0
20-2023000035,train,20.0,b'2023000035',0
06-2023011187,train,6.0,b'2023011187',0
09-2023008349,train,9.0,b'2023008349',0
01-2023003319,train,1.0,b'2023003319',0
06-2023001659,train,6.0,b'2023001659',0
54-2023004246,train,54.0,b'2023004246',0
06-2023006075,train,6.0,b'2023006075',0
18-2023005643,train,18.0,b'2023005643',0
27-2023010242,train,27.0,b'2023010242',0
28-2023002854,train,28.0,b'2023002854',0
36-2023005161,train,36.0,b'2023005161',0
26-2023007857,train,26.0,b'2023007857',0
38-2023003773,train,38.0,b'2023003773',0
19-2023005653,train,19.0,b'2023005653',0
48-2023000765,train,48.0,b'2023000765',0
08-2023006978,train,8.0,b'2023006978',0
30-2023002935,train,30.0,b'2023002935',0
08-2023002490,train,8.0,b'2023002490',0
37-2023004060,train,37.0,b'2023004060',0
55-2023009227,train,55.0,b'2023009227',0
13-2023002684,train,13.0,b'2023002684',0
20-2023005142,train,20.0,b'2023005142',0
40-2023004512,train,40.0,b'2023004512',0
53-2023022338,train,53.0,b'2023022338',0
48-2023003916,train,48.0,b'2023003916',0
53-2023022391,train,53.0,b'2023022391',0
02-2023003258,train,2.0,b'2023003258',0
49-2023004956,train,49.0,b'2023004956',0
17-2023000025,train,17.0,b'2023000025',0
55-2023005698,train,55.0,b'2023005698',0
53-2023007383,train,53.0,b'2023007383',0
53-2023010111,train,53.0,b'2023010111',0
04-2023003833,train,4.0,b'2023003833',0
29-2023000102,train,29.0,b'2023000102',0
51-2023006466,train,51.0,b'2023006466',0
49-2023003111,train,49.0,b'2023003111',0
27-2023004013,train,27.0,b'2023004013',0
24-2023010827,train,24.0,b'2023010827',0
49-2023005062,train,49.0,b'2023005062',0
44-2023004093,train,44.0,b'2023004093',0
33-2023005833,train,33.0,b'2023005833',0
25-2023008208,train,25.0,b'2023008208',0
34-2023002640,train,34.0,b'2023002640',0
53-2023024012,train,53.0,b'2023024012',0
72-2023000962,train,72.0,b'2023000962',0
45-2023010036,train,45.0,b'2023010036',0
36-2023002635,train,36.0,b'2023002635',0
48-2023009338,train,48.0,b'2023009338',0
10-2023002134,train,10.0,b'2023002134',0
09-2023007339,train,9.0,b'2023007339',0
37-2023004047,train,37.0,b'2023004047',0
31-2023010390,train,31.0,b'2023010390',0
47-2023002794,train,47.0,b'2023002794',0
41-2023005123,train,41.0,b'2023005123',0
24-2023012845,train,24.0,b'2023012845',0
38-2023005575,train,38.0,b'2023005575',0
53-2023014639,train,53.0,b'2023014639',0
47-2023004734,train,47.0,b'2023004734',0
45-2023006296,train,45.0,b'2023006296',0
01-2023003848,train,1.0,b'2023003848',0
17-2023002099,train,17.0,b'2023002099',0
25-2023005996,train,25.0,b'2023005996',0
13-2023006253,train,13.0,b'2023006253',0
28-2023001066,train,28.0,b'2023001066',0
51-2023004096,train,51.0,b'2023004096',0
09-2023001052,train,9.0,b'2023001052',0
29-2023005947,train,29.0,b'2023005947',0
53-2023013538,train,53.0,b'2023013538',0
41-2023002888,train,41.0,b'2023002888',0
16-2023004455,train,16.0,b'2023004455',0
19-2023006033,train,19.0,b'2023006033',0
41-2023005253,train,41.0,b'2023005253',0
36-2023015020,train,36.0,b'2023015020',0
08-2023003694,train,8.0,b'2023003694',0
34-2023008182,train,34.0,b'2023008182',0
16-2023002083,train,16.0,b'2023002083',0
47-2023003848,train,47.0,b'2023003848',0
09-2023004708,train,9.0,b'2023004708',0
34-2023007724,train,34.0,b'2023007724',0
56-2023002146,train,56.0,b'2023002146',0
31-2023010387,train,31.0,b'2023010387',0
06-2023007439,train,6.0,b'2023007439',0
49-2023002384,train,49.0,b'2023002384',0
36-2023004191,train,36.0,b'2023004191',0
18-2023005147,train,18.0,b'2023005147',0
19-2023005588,train,19.0,b'2023005588',0
16-2023001193,train,16.0,b'2023001193',0
26-2023004834,train,26.0,b'2023004834',0
51-2023000004,train,51.0,b'2023000004',0
01-2023003403,train,1.0,b'2023003403',0
06-2023005463,train,6.0,b'2023005463',0
17-2023005234,train,17.0,b'2023005234',0
53-2023022694,train,53.0,b'2023022694',0
48-2023000354,train,48.0,b'2023000354',0
31-2023010861,train,31.0,b'2023010861',0
41-2023000151,train,41.0,b'2023000151',0
45-2023008320,train,45.0,b'2023008320',0
04-2023004154,train,4.0,b'2023004154',0
24-2023016927,train,24.0,b'2023016927',0
04-2023004110,train,4.0,b'2023004110',0
34-2023006547,train,34.0,b'2023006547',0
53-2023012749,train,53.0,b'2023012749',0
08-2023004151,train,8.0,b'2023004151',0
36-2023007939,train,36.0,b'2023007939',0
06-2023008293,train,6.0,b'2023008293',0
25-2023008782,train,25.0,b'2023008782',0
47-2023004439,train,47.0,b'2023004439',0
53-2023019272,train,53.0,b'2023019272',0
23-2023004985,train,23.0,b'2023004985',0
34-2023004574,train,34.0,b'2023004574',0
36-2023005787,train,36.0,b'2023005787',0
19-2023006612,train,19.0,b'2023006612',0
39-2023000100,train,39.0,b'2023000100',0
36-2023007583,train,36.0,b'2023007583',0
20-2023006119,train,20.0,b'2023006119',0
05-2023003598,train,5.0,b'2023003598',0
45-2023008723,train,45.0,b'2023008723',0
44-2023000073,train,44.0,b'2023000073',0
53-2023018264,train,53.0,b'2023018264',0
49-2023008850,train,49.0,b'2023008850',0
72-2023000761,train,72.0,b'2023000761',0
45-2023005305,train,45.0,b'2023005305',0
39-2023006000,train,39.0,b'2023006000',0
15-2023004069,train,15.0,b'2023004069',0
48-2023008482,train,48.0,b'2023008482',0
01-2023003004,train,1.0,b'2023003004',0
18-2023010986,train,18.0,b'2023010986',0
30-2023005837,train,30.0,b'2023005837',0
51-2023003904,train,51.0,b'2023003904',0
37-2023001688,train,37.0,b'2023001688',0
30-2023006109,train,30.0,b'2023006109',0
39-2023011925,train,39.0,b'2023011925',0
36-2023006566,train,36.0,b'2023006566',0
55-2023010222,train,55.0,b'2023010222',0
37-2023003489,train,37.0,b'2023003489',0
06-2023011417,train,6.0,b'2023011417',0
33-2023006851,train,33.0,b'2023006851',0
26-2023005855,train,26.0,b'2023005855',0
23-2023000762,train,23.0,b'2023000762',0
05-2023003533,train,5.0,b'2023003533',0
27-2023005533,train,27.0,b'2023005533',0
34-2023000076,train,34.0,b'2023000076',0
36-2023003331,train,36.0,b'2023003331',0
38-2023004246,train,38.0,b'2023004246',0
08-2023001386,train,8.0,b'2023001386',0
05-2023002606,train,5.0,b'2023002606',0
31-2023009417,train,31.0,b'2023009417',0
53-2023016034,train,53.0,b'2023016034',0
28-2023001648,train,28.0,b'2023001648',0
18-2023007664,train,18.0,b'2023007664',0
06-2023009092,train,6.0,b'2023009092',0
54-2023002548,train,54.0,b'2023002548',0
31-2023004208,train,31.0,b'2023004208',0
28-2023000081,train,28.0,b'2023000081',0
15-2023007803,train,15.0,b'2023007803',0
09-2023003019,train,9.0,b'2023003019',0
04-2023007230,train,4.0,b'2023007230',0
30-2023002988,train,30.0,b'2023002988',0
39-2023006138,train,39.0,b'2023006138',0
24-2023011467,train,24.0,b'2023011467',0
20-2023007589,train,20.0,b'2023007589',0
16-2023003029,train,16.0,b'2023003029',0
16-2023002840,train,16.0,b'2023002840',0
31-2023009816,train,31.0,b'2023009816',0
48-2023000182,train,48.0,b'2023000182',0
19-2023001715,train,19.0,b'2023001715',0
16-2023004491,train,16.0,b'2023004491',0
53-2023008129,train,53.0,b'2023008129',0
41-2023004031,train,41.0,b'2023004031',0
41-2023000041,train,41.0,b'2023000041',0
01-2023001088,train,1.0,b'2023001088',0
66-2023000374,train,66.0,b'2023000374',0
39-2023007966,train,39.0,b'2023007966',0
25-2023007916,train,25.0,b'2023007916',0
22-2023004080,train,22.0,b'2023004080',0
24-2023007883,train,24.0,b'2023007883',0
72-2023000536,train,72.0,b'2023000536',0
02-2023002716,train,2.0,b'2023002716',0
48-2023006955,train,48.0,b'2023006955',0
78-2023000304,train,78.0,b'2023000304',0
48-2023003764,train,48.0,b'2023003764',0
19-2023004984,train,19.0,b'2023004984',0
66-2023001322,train,66.0,b'2023001322',0
51-2023004041,train,51.0,b'2023004041',0
53-2023006094,train,53.0,b'2023006094',0
30-2023006138,train,30.0,b'2023006138',0
10-2023002401,train,10.0,b'2023002401',0
31-2023004954,train,31.0,b'2023004954',0
16-2023004747,train,16.0,b'2023004747',0
17-2023003605,train,17.0,b'2023003605',0
46-2023003848,train,46.0,b'2023003848',0
10-2023003999,train,10.0,b'2023003999',0
09-2023007818,train,9.0,b'2023007818',0
36-2023016282,train,36.0,b'2023016282',0
33-2023000042,train,33.0,b'2023000042',0
18-2023005311,train,18.0,b'2023005311',0
34-2023009114,train,34.0,b'2023009114',0
08-2023008320,train,8.0,b'2023008320',0
18-2023003850,train,18.0,b'2023003850',0
01-2023002072,train,1.0,b'2023002072',0
20-2023004343,train,20.0,b'2023004343',0
29-2023006210,train,29.0,b'2023006210',0
47-2023001049,train,47.0,b'2023001049',0
56-2023003664,train,56.0,b'2023003664',0
36-2023017251,train,36.0,b'2023017251',0
39-2023009368,train,39.0,b'2023009368',0
55-2023008221,train,55.0,b'2023008221',0
37-2023003121,train,37.0,b'2023003121',0
26-2023006728,train,26.0,b'2023006728',0
48-2023004325,train,48.0,b'2023004325',0
09-2023002877,train,9.0,b'2023002877',0
31-2023010016,train,31.0,b'2023010016',0
17-2023003162,train,17.0,b'2023003162',0
23-2023006688,train,23.0,b'2023006688',0
72-2023001528,train,72.0,b'2023001528',0
48-2023007697,train,48.0,b'2023007697',0
22-2023001524,train,22.0,b'2023001524',0
25-2023006702,train,25.0,b'2023006702',0
41-2023004564,train,41.0,b'2023004564',0
01-2023003233,train,1.0,b'2023003233',0
45-2023008275,train,45.0,b'2023008275',0
20-2023009389,train,20.0,b'2023009389',0
02-2023001271,train,2.0,b'2023001271',0
18-2023010269,train,18.0,b'2023010269',0
13-2023003797,train,13.0,b'2023003797',0
13-2023002733,train,13.0,b'2023002733',0
53-2023020302,train,53.0,b'2023020302',0
16-2023005298,train,16.0,b'2023005298',0
12-2023004186,train,12.0,b'2023004186',0
53-2023012249,train,53.0,b'2023012249',0
41-2023002668,train,41.0,b'2023002668',0
45-2023007506,train,45.0,b'2023007506',0
49-2023005671,train,49.0,b'2023005671',0
49-2023009483,train,49.0,b'2023009483',0
46-2023002917,train,46.0,b'2023002917',0
51-2023004654,train,51.0,b'2023004654',0
05-2023002519,train,5.0,b'2023002519',0
53-2023020567,train,53.0,b'2023020567',0
36-2023004753,train,36.0,b'2023004753',0
16-2023003043,train,16.0,b'2023003043',0
27-2023015801,train,27.0,b'2023015801',0
37-2023004065,train,37.0,b'2023004065',0
54-2023003290,train,54.0,b'2023003290',0
20-2023006023,train,20.0,b'2023006023',0
53-2023012570,train,53.0,b'2023012570',0
29-2023002093,train,29.0,b'2023002093',0
49-2023010841,train,49.0,b'2023010841',0
04-2023006900,train,4.0,b'2023006900',0
48-2023005913,train,48.0,b'2023005913',0
47-2023003054,train,47.0,b'2023003054',1
09-2023001282,train,9.0,b'2023001282',0
33-2023006739,train,33.0,b'2023006739',0
55-2023011179,train,55.0,b'2023011179',0
38-2023003061,train,38.0,b'2023003061',0
47-2023004616,train,47.0,b'2023004616',0
18-2023009126,train,18.0,b'2023009126',0
02-2023002237,train,2.0,b'2023002237',0
29-2023002422,train,29.0,b'2023002422',0
22-2023002727,train,22.0,b'2023002727',0
53-2023023888,train,53.0,b'2023023888',0
53-2023014359,train,53.0,b'2023014359',0
34-2023004268,train,34.0,b'2023004268',0
12-2023007618,train,12.0,b'2023007618',0
30-2023004580,train,30.0,b'2023004580',0
27-2023006052,train,27.0,b'2023006052',0
33-2023002884,train,33.0,b'2023002884',0
25-2023003812,train,25.0,b'2023003812',0
53-2023024657,train,53.0,b'2023024657',0
45-2023007734,train,45.0,b'2023007734',0
16-2023004595,train,16.0,b'2023004595',0
04-2023009138,train,4.0,b'2023009138',0
39-2023013086,train,39.0,b'2023013086',0
45-2023007938,train,45.0,b'2023007938',0
30-2023004918,train,30.0,b'2023004918',0
44-2023002505,train,44.0,b'2023002505',0
41-2023004697,train,41.0,b'2023004697',0
19-2023004260,train,19.0,b'2023004260',0
28-2023004054,train,28.0,b'2023004054',0
36-2023009467,train,36.0,b'2023009467',0
56-2023002706,train,56.0,b'2023002706',0
55-2023012816,train,55.0,b'2023012816',0
31-2023012414,train,31.0,b'2023012414',0
53-2023010760,train,53.0,b'2023010760',0
27-2023007995,train,27.0,b'2023007995',0
49-2023008430,train,49.0,b'2023008430',0
06-2023005808,train,6.0,b'2023005808',0
23-2023003477,train,23.0,b'2023003477',0
12-2023005329,train,12.0,b'2023005329',0
53-2023021612,train,53.0,b'2023021612',0
08-2023006465,train,8.0,b'2023006465',0
26-2023003748,train,26.0,b'2023003748',0
45-2023004474,train,45.0,b'2023004474',0
02-2023005146,train,2.0,b'2023005146',0
40-2023006530,train,40.0,b'2023006530',0
12-2023008790,train,12.0,b'2023008790',0
36-2023004065,train,36.0,b'2023004065',0
02-2023005435,train,2.0,b'2023005435',0
49-2023011011,train,49.0,b'2023011011',0
15-2023000536,train,15.0,b'2023000536',0
28-2023001955,train,28.0,b'2023001955',0
18-2023008836,train,18.0,b'2023008836',0
23-2023008004,train,23.0,b'2023008004',0
49-2023007321,train,49.0,b'2023007321',0
34-2023002811,train,34.0,b'2023002811',0
24-2023016753,train,24.0,b'2023016753',0
12-2023006006,train,12.0,b'2023006006',0
39-2023010260,train,39.0,b'2023010260',0
48-2023000238,train,48.0,b'2023000238',0
50-2023005473,train,50.0,b'2023005473',0
38-2023004266,train,38.0,b'2023004266',0
36-2023013295,train,36.0,b'2023013295',0
53-2023014948,train,53.0,b'2023014948',0
35-2023001582,train,35.0,b'2023001582',0
53-2023011474,train,53.0,b'2023011474',0
56-2023000130,train,56.0,b'2023000130',0
39-2023009224,train,39.0,b'2023009224',0
53-2023016238,train,53.0,b'2023016238',0
53-2023015187,train,53.0,b'2023015187',0
05-2023003867,train,5.0,b'2023003867',0
44-2023001263,train,44.0,b'2023001263',0
31-2023007590,train,31.0,b'2023007590',0
18-2023004298,train,18.0,b'2023004298',1
53-2023021146,train,53.0,b'2023021146',0
29-2023004913,train,29.0,b'2023004913',0
09-2023002769,train,9.0,b'2023002769',0
20-2023008605,train,20.0,b'2023008605',0
24-2023012308,train,24.0,b'2023012308',0
02-2023002112,train,2.0,b'2023002112',0
12-2023008275,train,12.0,b'2023008275',0
15-2023004213,train,15.0,b'2023004213',0
05-2023002410,train,5.0,b'2023002410',0
29-2023003494,train,29.0,b'2023003494',0
10-2023000902,train,10.0,b'2023000902',0
36-2023016268,train,36.0,b'2023016268',0
27-2023006180,train,27.0,b'2023006180',0
34-2023009250,train,34.0,b'2023009250',0
27-2023014395,train,27.0,b'2023014395',0
18-2023010988,train,18.0,b'2023010988',0
08-2023008411,train,8.0,b'2023008411',0
20-2023008010,train,20.0,b'2023008010',0
22-2023004761,train,22.0,b'2023004761',0
12-2023007064,train,12.0,b'2023007064',0
36-2023013594,train,36.0,b'2023013594',0
04-2023005431,train,4.0,b'2023005431',0
49-2023008668,train,49.0,b'2023008668',0
06-2023011876,train,6.0,b'2023011876',0
11-2023002233,train,11.0,b'2023002233',0
11-2023001918,train,11.0,b'2023001918',0
36-2023002833,train,36.0,b'2023002833',0
17-2023003385,train,17.0,b'2023003385',0
36-2023003419,train,36.0,b'2023003419',0
05-2023003691,train,5.0,b'2023003691',0
31-2023012094,train,31.0,b'2023012094',0
45-2023005633,train,45.0,b'2023005633',0
12-2023007832,train,12.0,b'2023007832',0
12-2023012068,train,12.0,b'2023012068',0
23-2023007919,train,23.0,b'2023007919',0
31-2023008082,train,31.0,b'2023008082',0
32-2023001351,train,32.0,b'2023001351',0
15-2023004541,train,15.0,b'2023004541',0
56-2023003528,train,56.0,b'2023003528',0
05-2023003688,train,5.0,b'2023003688',0
50-2023004178,train,50.0,b'2023004178',0
23-2023009136,train,23.0,b'2023009136',0
39-2023000098,train,39.0,b'2023000098',0
16-2023003511,train,16.0,b'2023003511',0
36-2023007264,train,36.0,b'2023007264',0
15-2023004753,train,15.0,b'2023004753',0
26-2023003371,train,26.0,b'2023003371',0
34-2023008343,train,34.0,b'2023008343',0
08-2023001066,train,8.0,b'2023001066',0
