participant_id,split,_STATE,SEQNO,target
24-2023008455,train,24.0,b'2023008455',0
51-2023003321,train,51.0,b'2023003321',0
23-2023008462,train,23.0,b'2023008462',0
10-2023004216,train,10.0,b'2023004216',0
25-2023008995,train,25.0,b'2023008995',0
25-2023005011,train,25.0,b'2023005011',0
36-2023014863,train,36.0,b'2023014863',0
25-2023009191,train,25.0,b'2023009191',0
24-2023013194,train,24.0,b'2023013194',0
18-2023005548,train,18.0,b'2023005548',0
56-2023003173,train,56.0,b'2023003173',0
25-2023007196,train,25.0,b'2023007196',0
55-2023000141,train,55.0,b'2023000141',0
13-2023007833,train,13.0,b'2023007833',0
36-2023015326,train,36.0,b'2023015326',0
04-2023009489,train,4.0,b'2023009489',0
04-2023006326,train,4.0,b'2023006326',0
24-2023007785,train,24.0,b'2023007785',0
24-2023008317,train,24.0,b'2023008317',0
17-2023001743,train,17.0,b'2023001743',0
18-2023003538,train,18.0,b'2023003538',0
10-2023003763,train,10.0,b'2023003763',0
45-2023006939,train,45.0,b'2023006939',0
25-2023009361,train,25.0,b'2023009361',0
13-2023006166,train,13.0,b'2023006166',0
23-2023010431,train,23.0,b'2023010431',0
29-2023004199,train,29.0,b'2023004199',0
26-2023003668,train,26.0,b'2023003668',0
06-2023008011,train,6.0,b'2023008011',1
20-2023007198,train,20.0,b'2023007198',0
40-2023005254,train,40.0,b'2023005254',0
13-2023002707,train,13.0,b'2023002707',0
51-2023004491,train,51.0,b'2023004491',0
40-2023000007,train,40.0,b'2023000007',0
53-2023006758,train,53.0,b'2023006758',0
27-2023006431,train,27.0,b'2023006431',0
31-2023007451,train,31.0,b'2023007451',0
51-2023000466,train,51.0,b'2023000466',0
49-2023006238,train,49.0,b'2023006238',0
55-2023006096,train,55.0,b'2023006096',0
53-2023006550,train,53.0,b'2023006550',0
29-2023003493,train,29.0,b'2023003493',0
25-2023007216,train,25.0,b'2023007216',0
48-2023008282,train,48.0,b'2023008282',0
24-2023010149,train,24.0,b'2023010149',0
28-2023003396,train,28.0,b'2023003396',0
39-2023005492,train,39.0,b'2023005492',0
48-2023009867,train,48.0,b'2023009867',0
06-2023011047,train,6.0,b'2023011047',0
39-2023008326,train,39.0,b'2023008326',0
36-2023009230,train,36.0,b'2023009230',0
18-2023007157,train,18.0,b'2023007157',0
13-2023006904,train,13.0,b'2023006904',0
55-2023011753,train,55.0,b'2023011753',0
08-2023003021,train,8.0,b'2023003021',0
24-2023016010,train,24.0,b'2023016010',0
06-2023004667,train,6.0,b'2023004667',0
01-2023002380,train,1.0,b'2023002380',0
40-2023000150,train,40.0,b'2023000150',0
36-2023011816,train,36.0,b'2023011816',0
26-2023009826,train,26.0,b'2023009826',0
72-2023000075,train,72.0,b'2023000075',0
39-2023004622,train,39.0,b'2023004622',0
49-2023009964,train,49.0,b'2023009964',0
22-2023001797,train,22.0,b'2023001797',0
20-2023005502,train,20.0,b'2023005502',0
02-2023005369,train,2.0,b'2023005369',0
27-2023011601,train,27.0,b'2023011601',0
29-2023006523,train,29.0,b'2023006523',0
17-2023003406,train,17.0,b'2023003406',0
16-2023002211,train,16.0,b'2023002211',0
30-2023006712,train,30.0,b'2023006712',0
24-2023017159,train,24.0,b'2023017159',0
31-2023006220,train,31.0,b'2023006220',0
36-2023016481,train,36.0,b'2023016481',0
26-2023003296,train,26.0,b'2023003296',0
06-2023010898,train,6.0,b'2023010898',0
78-2023001300,train,78.0,b'2023001300',0
33-2023004508,train,33.0,b'2023004508',0
41-2023005562,train,41.0,b'2023005562',0
04-2023011233,train,4.0,b'2023011233',0
53-2023014175,train,53.0,b'2023014175',0
53-2023015931,train,53.0,b'2023015931',0
24-2023004765,train,24.0,b'2023004765',0
17-2023000906,train,17.0,b'2023000906',0
36-2023009763,train,36.0,b'2023009763',0
01-2023004011,train,1.0,b'2023004011',0
31-2023003368,train,31.0,b'2023003368',0
08-2023004374,train,8.0,b'2023004374',0
34-2023002036,train,34.0,b'2023002036',0
16-2023001967,train,16.0,b'2023001967',0
41-2023004988,train,41.0,b'2023004988',0
19-2023004168,train,19.0,b'2023004168',0
36-2023002746,train,36.0,b'2023002746',0
23-2023011314,train,23.0,b'2023011314',0
27-2023005896,train,27.0,b'2023005896',0
19-2023002231,train,19.0,b'2023002231',0
24-2023016815,train,24.0,b'2023016815',0
01-2023002663,train,1.0,b'2023002663',0
18-2023008358,train,18.0,b'2023008358',0
27-2023016068,train,27.0,b'2023016068',0
47-2023001801,train,47.0,b'2023001801',0
53-2023019771,train,53.0,b'2023019771',0
25-2023002290,train,25.0,b'2023002290',0
26-2023004282,train,26.0,b'2023004282',0
12-2023004379,train,12.0,b'2023004379',0
20-2023005716,train,20.0,b'2023005716',0
16-2023004490,train,16.0,b'2023004490',0
15-2023004563,train,15.0,b'2023004563',0
53-2023000178,train,53.0,b'2023000178',0
27-2023004443,train,27.0,b'2023004443',0
36-2023010398,train,36.0,b'2023010398',0
16-2023001291,train,16.0,b'2023001291',0
06-2023002960,train,6.0,b'2023002960',0
20-2023002931,train,20.0,b'2023002931',0
04-2023006201,train,4.0,b'2023006201',0
53-2023022863,train,53.0,b'2023022863',0
12-2023006201,train,12.0,b'2023006201',0
54-2023002465,train,54.0,b'2023002465',0
17-2023000694,train,17.0,b'2023000694',0
53-2023010181,train,53.0,b'2023010181',0
49-2023005264,train,49.0,b'2023005264',0
36-2023003250,train,36.0,b'2023003250',0
53-2023012116,train,53.0,b'2023012116',0
19-2023004563,train,19.0,b'2023004563',0
55-2023008943,train,55.0,b'2023008943',0
72-2023000069,train,72.0,b'2023000069',0
18-2023002826,train,18.0,b'2023002826',0
41-2023005971,train,41.0,b'2023005971',0
38-2023005734,train,38.0,b'2023005734',0
23-2023010761,train,23.0,b'2023010761',0
36-2023006870,train,36.0,b'2023006870',0
06-2023004693,train,6.0,b'2023004693',0
53-2023004768,train,53.0,b'2023004768',0
29-2023003160,train,29.0,b'2023003160',0
23-2023008342,train,23.0,b'2023008342',0
29-2023003704,train,29.0,b'2023003704',0
41-2023005497,train,41.0,b'2023005497',0
53-2023021533,train,53.0,b'2023021533',0
28-2023004068,train,28.0,b'2023004068',0
36-2023006140,train,36.0,b'2023006140',0
26-2023005296,train,26.0,b'2023005296',0
06-2023007761,train,6.0,b'2023007761',0
05-2023002050,train,5.0,b'2023002050',0
28-2023001607,train,28.0,b'2023001607',0
08-2023008258,train,8.0,b'2023008258',0
53-2023007326,train,53.0,b'2023007326',0
04-2023010457,train,4.0,b'2023010457',0
04-2023010673,train,4.0,b'2023010673',0
11-2023003100,train,11.0,b'2023003100',0
53-2023009172,train,53.0,b'2023009172',0
24-2023013063,train,24.0,b'2023013063',0
48-2023008778,train,48.0,b'2023008778',0
01-2023001786,train,1.0,b'2023001786',0
19-2023006286,train,19.0,b'2023006286',0
06-2023007575,train,6.0,b'2023007575',0
31-2023005657,train,31.0,b'2023005657',0
53-2023018086,train,53.0,b'2023018086',0
36-2023000315,train,36.0,b'2023000315',0
35-2023000145,train,35.0,b'2023000145',1
30-2023006724,train,30.0,b'2023006724',0
40-2023002093,train,40.0,b'2023002093',0
53-2023015963,train,53.0,b'2023015963',0
09-2023009073,train,9.0,b'2023009073',0
34-2023008007,train,34.0,b'2023008007',0
39-2023009080,train,39.0,b'2023009080',0
23-2023007851,train,23.0,b'2023007851',0
53-2023010374,train,53.0,b'2023010374',0
20-2023003627,train,20.0,b'2023003627',0
46-2023002381,train,46.0,b'2023002381',0
54-2023002053,train,54.0,b'2023002053',0
23-2023009578,train,23.0,b'2023009578',0
56-2023003265,train,56.0,b'2023003265',0
49-2023010960,train,49.0,b'2023010960',0
25-2023009370,train,25.0,b'2023009370',0
47-2023003425,train,47.0,b'2023003425',0
37-2023003330,train,37.0,b'2023003330',0
24-2023007099,train,24.0,b'2023007099',0
51-2023005735,train,51.0,b'2023005735',0
28-2023003222,train,28.0,b'2023003222',0
17-2023000642,train,17.0,b'2023000642',0
05-2023004632,train,5.0,b'2023004632',0
36-2023009226,train,36.0,b'2023009226',0
23-2023008245,train,23.0,b'2023008245',0
31-2023002611,train,31.0,b'2023002611',0
28-2023003449,train,28.0,b'2023003449',0
48-2023005013,train,48.0,b'2023005013',0
36-2023004524,train,36.0,b'2023004524',0
24-2023007359,train,24.0,b'2023007359',0
36-2023009112,train,36.0,b'2023009112',0
08-2023004043,train,8.0,b'2023004043',0
40-2023006483,train,40.0,b'2023006483',0
39-2023010340,train,39.0,b'2023010340',0
35-2023001659,train,35.0,b'2023001659',0
27-2023000071,train,27.0,b'2023000071',0
41-2023004289,train,41.0,b'2023004289',0
04-2023005764,train,4.0,b'2023005764',0
02-2023005433,train,2.0,b'2023005433',0
51-2023003699,train,51.0,b'2023003699',0
09-2023003921,train,9.0,b'2023003921',0
39-2023001578,train,39.0,b'2023001578',0
46-2023001950,train,46.0,b'2023001950',0
48-2023008919,train,48.0,b'2023008919',0
08-2023003794,train,8.0,b'2023003794',0
40-2023006574,train,40.0,b'2023006574',0
17-2023004981,train,17.0,b'2023004981',0
27-2023008260,train,27.0,b'2023008260',0
44-2023004011,train,44.0,b'2023004011',0
45-2023008078,train,45.0,b'2023008078',0
39-2023011218,train,39.0,b'2023011218',1
49-2023007446,train,49.0,b'2023007446',0
45-2023004142,train,45.0,b'2023004142',0
05-2023001115,train,5.0,b'2023001115',0
51-2023005146,train,51.0,b'2023005146',0
15-2023004841,train,15.0,b'2023004841',0
02-2023001181,train,2.0,b'2023001181',0
20-2023009415,train,20.0,b'2023009415',0
39-2023011799,train,39.0,b'2023011799',0
05-2023005350,train,5.0,b'2023005350',0
48-2023000391,train,48.0,b'2023000391',0
44-2023002342,train,44.0,b'2023002342',0
53-2023014219,train,53.0,b'2023014219',0
48-2023003847,train,48.0,b'2023003847',0
30-2023005933,train,30.0,b'2023005933',0
44-2023002253,train,44.0,b'2023002253',0
18-2023007754,train,18.0,b'2023007754',0
10-2023004161,train,10.0,b'2023004161',0
08-2023005686,train,8.0,b'2023005686',0
78-2023001890,train,78.0,b'2023001890',0
22-2023001671,train,22.0,b'2023001671',0
06-2023006413,train,6.0,b'2023006413',0
40-2023004462,train,40.0,b'2023004462',0
25-2023005154,train,25.0,b'2023005154',0
49-2023006406,train,49.0,b'2023006406',0
25-2023008076,train,25.0,b'2023008076',0
53-2023021994,train,53.0,b'2023021994',0
13-2023003506,train,13.0,b'2023003506',0
16-2023005466,train,16.0,b'2023005466',0
38-2023003599,train,38.0,b'2023003599',0
45-2023008640,train,45.0,b'2023008640',0
19-2023006078,train,19.0,b'2023006078',0
04-2023010510,train,4.0,b'2023010510',0
38-2023001951,train,38.0,b'2023001951',0
39-2023010066,train,39.0,b'2023010066',0
17-2023003127,train,17.0,b'2023003127',0
22-2023003568,train,22.0,b'2023003568',0
38-2023005021,train,38.0,b'2023005021',0
17-2023004117,train,17.0,b'2023004117',0
06-2023004620,train,6.0,b'2023004620',0
40-2023004170,train,40.0,b'2023004170',0
24-2023009157,train,24.0,b'2023009157',0
19-2023005746,train,19.0,b'2023005746',0
36-2023017223,train,36.0,b'2023017223',0
47-2023001486,train,47.0,b'2023001486',0
13-2023005577,train,13.0,b'2023005577',0
48-2023000878,train,48.0,b'2023000878',0
04-2023007970,train,4.0,b'2023007970',0
16-2023005334,train,16.0,b'2023005334',0
09-2023004676,train,9.0,b'2023004676',0
22-2023003731,train,22.0,b'2023003731',0
28-2023003021,train,28.0,b'2023003021',0
02-2023004062,train,2.0,b'2023004062',0
16-2023004090,train,16.0,b'2023004090',0
45-2023002920,train,45.0,b'2023002920',0
18-2023004968,train,18.0,b'2023004968',0
22-2023001343,train,22.0,b'2023001343',0
39-2023008623,train,39.0,b'2023008623',0
53-2023022949,train,53.0,b'2023022949',0
16-2023004690,train,16.0,b'2023004690',0
55-2023000997,train,55.0,b'2023000997',0
22-2023002936,train,22.0,b'2023002936',0
31-2023007931,train,31.0,b'2023007931',0
49-2023011079,train,49.0,b'2023011079',0
53-2023022544,train,53.0,b'2023022544',0
48-2023008789,train,48.0,b'2023008789',0
04-2023005918,train,4.0,b'2023005918',0
27-2023003450,train,27.0,b'2023003450',0
12-2023008435,train,12.0,b'2023008435',0
55-2023009829,train,55.0,b'2023009829',0
32-2023000761,train,32.0,b'2023000761',0
39-2023013217,train,39.0,b'2023013217',0
06-2023011301,train,6.0,b'2023011301',0
01-2023004320,train,1.0,b'2023004320',0
39-2023003654,train,39.0,b'2023003654',0
27-2023008819,train,27.0,b'2023008819',0
09-2023009158,train,9.0,b'2023009158',0
29-2023003003,train,29.0,b'2023003003',0
12-2023006357,train,12.0,b'2023006357',0
25-2023000181,train,25.0,b'2023000181',0
09-2023009434,train,9.0,b'2023009434',0
29-2023005199,train,29.0,b'2023005199',0
41-2023000870,train,41.0,b'2023000870',0
38-2023000054,train,38.0,b'2023000054',0
37-2023000146,train,37.0,b'2023000146',0
27-2023012170,train,27.0,b'2023012170',0
06-2023008857,train,6.0,b'2023008857',0
33-2023006920,train,33.0,b'2023006920',0
27-2023011163,train,27.0,b'2023011163',0
18-2023010976,train,18.0,b'2023010976',0
11-2023002348,train,11.0,b'2023002348',0
39-2023005525,train,39.0,b'2023005525',0
12-2023000043,train,12.0,b'2023000043',0
15-2023004192,train,15.0,b'2023004192',0
51-2023004437,train,51.0,b'2023004437',0
41-2023006079,train,41.0,b'2023006079',0
23-2023011868,train,23.0,b'2023011868',0
25-2023003555,train,25.0,b'2023003555',0
36-2023005287,train,36.0,b'2023005287',0
40-2023001985,train,40.0,b'2023001985',0
27-2023013829,train,27.0,b'2023013829',0
36-2023009144,train,36.0,b'2023009144',0
53-2023024367,train,53.0,b'2023024367',0
04-2023011530,train,4.0,b'2023011530',0
08-2023003938,train,8.0,b'2023003938',0
36-2023010429,train,36.0,b'2023010429',0
53-2023024152,train,53.0,b'2023024152',0
48-2023008355,train,48.0,b'2023008355',0
01-2023001831,train,1.0,b'2023001831',0
06-2023004304,train,6.0,b'2023004304',0
16-2023004105,train,16.0,b'2023004105',0
25-2023002060,train,25.0,b'2023002060',0
48-2023007149,train,48.0,b'2023007149',0
31-2023003085,train,31.0,b'2023003085',0
13-2023007753,train,13.0,b'2023007753',0
51-2023004192,train,51.0,b'2023004192',0
51-2023000104,train,51.0,b'2023000104',0
17-2023002727,train,17.0,b'2023002727',0
22-2023003514,train,22.0,b'2023003514',0
17-2023002573,train,17.0,b'2023002573',0
13-2023007768,train,13.0,b'2023007768',0
45-2023000115,train,45.0,b'2023000115',0
22-2023005270,train,22.0,b'2023005270',0
55-2023010582,train,55.0,b'2023010582',0
08-2023001279,train,8.0,b'2023001279',0
53-2023005309,train,53.0,b'2023005309',0
78-2023001733,train,78.0,b'2023001733',0
13-2023006918,train,13.0,b'2023006918',0
12-2023008765,train,12.0,b'2023008765',0
01-2023003053,train,1.0,b'2023003053',0
15-2023003432,train,15.0,b'2023003432',0
09-2023009382,train,9.0,b'2023009382',0
27-2023015325,train,27.0,b'2023015325',0
24-2023010997,train,24.0,b'2023010997',0
06-2023009272,train,6.0,b'2023009272',0
18-2023007581,train,18.0,b'2023007581',0
36-2023011191,train,36.0,b'2023011191',0
47-2023000226,train,47.0,b'2023000226',0
55-2023005526,train,55.0,b'2023005526',0
28-2023002577,train,28.0,b'2023002577',0
08-2023002299,train,8.0,b'2023002299',0
23-2023006772,train,23.0,b'2023006772',0
36-2023017039,train,36.0,b'2023017039',0
15-2023001914,train,15.0,b'2023001914',0
34-2023008508,train,34.0,b'2023008508',0
12-2023007600,train,12.0,b'2023007600',0
17-2023003288,train,17.0,b'2023003288',0
36-2023013331,train,36.0,b'2023013331',0
32-2023001024,train,32.0,b'2023001024',0
47-2023001737,train,47.0,b'2023001737',0
45-2023008999,train,45.0,b'2023008999',0
25-2023008175,train,25.0,b'2023008175',0
04-2023003560,train,4.0,b'2023003560',0
27-2023014794,train,27.0,b'2023014794',0
37-2023003891,train,37.0,b'2023003891',0
35-2023002010,train,35.0,b'2023002010',0
53-2023007176,train,53.0,b'2023007176',0
08-2023006632,train,8.0,b'2023006632',0
39-2023006079,train,39.0,b'2023006079',0
72-2023001738,train,72.0,b'2023001738',0
19-2023003718,train,19.0,b'2023003718',0
34-2023002518,train,34.0,b'2023002518',0
36-2023016320,train,36.0,b'2023016320',0
48-2023003475,train,48.0,b'2023003475',0
04-2023004856,train,4.0,b'2023004856',0
55-2023010050,train,55.0,b'2023010050',0
31-2023004206,train,31.0,b'2023004206',0
53-2023014972,train,53.0,b'2023014972',0
46-2023004457,train,46.0,b'2023004457',0
32-2023001297,train,32.0,b'2023001297',0
12-2023007043,train,12.0,b'2023007043',0
49-2023002643,train,49.0,b'2023002643',0
09-2023007023,train,9.0,b'2023007023',0
09-2023002269,train,9.0,b'2023002269',0
16-2023006228,train,16.0,b'2023006228',0
36-2023010756,train,36.0,b'2023010756',0
23-2023011510,train,23.0,b'2023011510',0
51-2023003390,train,51.0,b'2023003390',0
55-2023011704,train,55.0,b'2023011704',0
23-2023011673,train,23.0,b'2023011673',0
51-2023005320,train,51.0,b'2023005320',0
31-2023005682,train,31.0,b'2023005682',0
20-2023006619,train,20.0,b'2023006619',0
29-2023002963,train,29.0,b'2023002963',0
36-2023010785,train,36.0,b'2023010785',0
06-2023007501,train,6.0,b'2023007501',0
19-2023004883,train,19.0,b'2023004883',0
06-2023010091,train,6.0,b'2023010091',0
18-2023010137,train,18.0,b'2023010137',0
53-2023015281,train,53.0,b'2023015281',0
19-2023006957,train,19.0,b'2023006957',0
37-2023000025,train,37.0,b'2023000025',0
11-2023002628,train,11.0,b'2023002628',0
53-2023020427,train,53.0,b'2023020427',0
31-2023003974,train,31.0,b'2023003974',0
48-2023000531,train,48.0,b'2023000531',0
37-2023002212,train,37.0,b'2023002212',0
49-2023007976,train,49.0,b'2023007976',0
08-2023003777,train,8.0,b'2023003777',0
08-2023002580,train,8.0,b'2023002580',0
48-2023001067,train,48.0,b'2023001067',0
39-2023007797,train,39.0,b'2023007797',0
25-2023001730,train,25.0,b'2023001730',0
17-2023002129,train,17.0,b'2023002129',0
53-2023024909,train,53.0,b'2023024909',0
34-2023005897,train,34.0,b'2023005897',0
16-2023000024,train,16.0,b'2023000024',0
55-2023005974,train,55.0,b'2023005974',0
17-2023003336,train,17.0,b'2023003336',0
08-2023008204,train,8.0,b'2023008204',0
36-2023004026,train,36.0,b'2023004026',0
05-2023001705,train,5.0,b'2023001705',0
04-2023007717,train,4.0,b'2023007717',0
44-2023003065,train,44.0,b'2023003065',0
09-2023005514,train,9.0,b'2023005514',0
47-2023004595,train,47.0,b'2023004595',0
01-2023002556,train,1.0,b'2023002556',0
19-2023003206,train,19.0,b'2023003206',0
26-2023009276,train,26.0,b'2023009276',0
06-2023003732,train,6.0,b'2023003732',0
49-2023008433,train,49.0,b'2023008433',0
53-2023008338,train,53.0,b'2023008338',0
48-2023006108,train,48.0,b'2023006108',0
28-2023003946,train,28.0,b'2023003946',0
55-2023007019,train,55.0,b'2023007019',0
08-2023008616,train,8.0,b'2023008616',0
19-2023002432,train,19.0,b'2023002432',0
53-2023009599,train,53.0,b'2023009599',0
55-2023010839,train,55.0,b'2023010839',0
27-2023004465,train,27.0,b'2023004465',0
54-2023003693,train,54.0,b'2023003693',0
40-2023004314,train,40.0,b'2023004314',0
39-2023003159,train,39.0,b'2023003159',0
45-2023006602,train,45.0,b'2023006602',0
35-2023001504,train,35.0,b'2023001504',0
16-2023006361,train,16.0,b'2023006361',0
19-2023003782,train,19.0,b'2023003782',0
54-2023002409,train,54.0,b'2023002409',0
04-2023003032,train,4.0,b'2023003032',0
27-2023001884,train,27.0,b'2023001884',0
30-2023005194,train,30.0,b'2023005194',0
20-2023004438,train,20.0,b'2023004438',0
19-2023001812,train,19.0,b'2023001812',0
48-2023009506,train,48.0,b'2023009506',0
15-2023006389,train,15.0,b'2023006389',0
13-2023005719,train,13.0,b'2023005719',0
16-2023005958,train,16.0,b'2023005958',0
27-2023010183,train,27.0,b'2023010183',0
50-2023007517,train,50.0,b'2023007517',0
41-2023005182,train,41.0,b'2023005182',0
20-2023007814,train,20.0,b'2023007814',0
05-2023001805,train,5.0,b'2023001805',0
27-2023005672,train,27.0,b'2023005672',0
06-2023011114,train,6.0,b'2023011114',0
12-2023009040,train,12.0,b'2023009040',0
53-2023014549,train,53.0,b'2023014549',0
16-2023005940,train,16.0,b'2023005940',0
24-2023013376,train,24.0,b'2023013376',0
53-2023022161,train,53.0,b'2023022161',0
04-2023007374,train,4.0,b'2023007374',0
04-2023007447,train,4.0,b'2023007447',0
26-2023008413,train,26.0,b'2023008413',0
25-2023005328,train,25.0,b'2023005328',0
53-2023018133,train,53.0,b'2023018133',0
19-2023007439,train,19.0,b'2023007439',0
18-2023009416,train,18.0,b'2023009416',0
34-2023006445,train,34.0,b'2023006445',0
10-2023003474,train,10.0,b'2023003474',0
20-2023006396,train,20.0,b'2023006396',0
36-2023009398,train,36.0,b'2023009398',0
53-2023022285,train,53.0,b'2023022285',0
24-2023008910,train,24.0,b'2023008910',0
18-2023004914,train,18.0,b'2023004914',0
49-2023005209,train,49.0,b'2023005209',0
11-2023002127,train,11.0,b'2023002127',0
22-2023002245,train,22.0,b'2023002245',0
56-2023003998,train,56.0,b'2023003998',0
26-2023005134,train,26.0,b'2023005134',0
18-2023003431,train,18.0,b'2023003431',0
31-2023010708,train,31.0,b'2023010708',0
30-2023004488,train,30.0,b'2023004488',0
48-2023004995,train,48.0,b'2023004995',0
29-2023002758,train,29.0,b'2023002758',0
39-2023008852,train,39.0,b'2023008852',0
44-2023001053,train,44.0,b'2023001053',0
27-2023003694,train,27.0,b'2023003694',0
47-2023002615,train,47.0,b'2023002615',0
20-2023002678,train,20.0,b'2023002678',0
44-2023001804,train,44.0,b'2023001804',0
30-2023000036,train,30.0,b'2023000036',0
08-2023003282,train,8.0,b'2023003282',0
24-2023010454,train,24.0,b'2023010454',0
12-2023010220,train,12.0,b'2023010220',0
02-2023004860,train,2.0,b'2023004860',0
53-2023025053,train,53.0,b'2023025053',0
50-2023002552,train,50.0,b'2023002552',0
49-2023005463,train,49.0,b'2023005463',0
53-2023021916,train,53.0,b'2023021916',0
26-2023006626,train,26.0,b'2023006626',0
36-2023007136,train,36.0,b'2023007136',0
39-2023003337,train,39.0,b'2023003337',0
48-2023008442,train,48.0,b'2023008442',0
55-2023006511,train,55.0,b'2023006511',0
36-2023008895,train,36.0,b'2023008895',0
51-2023005947,train,51.0,b'2023005947',0
04-2023006985,train,4.0,b'2023006985',0
28-2023003686,train,28.0,b'2023003686',0
27-2023004453,train,27.0,b'2023004453',0
49-2023004470,train,49.0,b'2023004470',0
56-2023003946,train,56.0,b'2023003946',0
39-2023011088,train,39.0,b'2023011088',0
27-2023014970,train,27.0,b'2023014970',0
49-2023009304,train,49.0,b'2023009304',0
06-2023010645,train,6.0,b'2023010645',0
06-2023010783,train,6.0,b'2023010783',0
06-2023005315,train,6.0,b'2023005315',0
53-2023012358,train,53.0,b'2023012358',0
50-2023005287,train,50.0,b'2023005287',0
48-2023005823,train,48.0,b'2023005823',0
31-2023004523,train,31.0,b'2023004523',0
34-2023005713,train,34.0,b'2023005713',0
41-2023001713,train,41.0,b'2023001713',0
53-2023017850,train,53.0,b'2023017850',0
25-2023007747,train,25.0,b'2023007747',0
20-2023004157,train,20.0,b'2023004157',0
36-2023015038,train,36.0,b'2023015038',0
28-2023000551,train,28.0,b'2023000551',0
36-2023008261,train,36.0,b'2023008261',0
44-2023003554,train,44.0,b'2023003554',0
17-2023005117,train,17.0,b'2023005117',0
29-2023005510,train,29.0,b'2023005510',0
34-2023006546,train,34.0,b'2023006546',0
25-2023007597,train,25.0,b'2023007597',0
22-2023004844,train,22.0,b'2023004844',0
53-2023010774,train,53.0,b'2023010774',0
49-2023008981,train,49.0,b'2023008981',0
16-2023002729,train,16.0,b'2023002729',0
12-2023008710,train,12.0,b'2023008710',0
39-2023008837,train,39.0,b'2023008837',0
12-2023010528,train,12.0,b'2023010528',0
29-2023006737,train,29.0,b'2023006737',0
31-2023006062,train,31.0,b'2023006062',0
47-2023003405,train,47.0,b'2023003405',0
50-2023006540,train,50.0,b'2023006540',0
53-2023004710,train,53.0,b'2023004710',0
35-2023002449,train,35.0,b'2023002449',0
19-2023007067,train,19.0,b'2023007067',0
48-2023004234,train,48.0,b'2023004234',0
08-2023008409,train,8.0,b'2023008409',0
01-2023003378,train,1.0,b'2023003378',0
38-2023003173,train,38.0,b'2023003173',0
53-2023010208,train,53.0,b'2023010208',0
09-2023001125,train,9.0,b'2023001125',0
39-2023007677,train,39.0,b'2023007677',0
06-2023009665,train,6.0,b'2023009665',0
53-2023004606,train,53.0,b'2023004606',0
23-2023010542,train,23.0,b'2023010542',0
20-2023004953,train,20.0,b'2023004953',0
40-2023001344,train,40.0,b'2023001344',0
49-2023009636,train,49.0,b'2023009636',0
24-2023010524,train,24.0,b'2023010524',0
39-2023011294,train,39.0,b'2023011294',0
24-2023006510,train,24.0,b'2023006510',0
38-2023005050,train,38.0,b'2023005050',0
44-2023001307,train,44.0,b'2023001307',0
19-2023006347,train,19.0,b'2023006347',0
53-2023019552,train,53.0,b'2023019552',0
17-2023005126,train,17.0,b'2023005126',0
39-2023000034,train,39.0,b'2023000034',0
47-2023003200,train,47.0,b'2023003200',0
01-2023001175,train,1.0,b'2023001175',0
41-2023001245,train,41.0,b'2023001245',0
20-2023004602,train,20.0,b'2023004602',0
26-2023009327,train,26.0,b'2023009327',0
49-2023007385,train,49.0,b'2023007385',0
39-2023010160,train,39.0,b'2023010160',0
08-2023006508,train,8.0,b'2023006508',0
35-2023002260,train,35.0,b'2023002260',0
28-2023001221,train,28.0,b'2023001221',0
55-2023012257,train,55.0,b'2023012257',0
27-2023008073,train,27.0,b'2023008073',0
34-2023004779,train,34.0,b'2023004779',0
24-2023012777,train,24.0,b'2023012777',0
12-2023012584,train,12.0,b'2023012584',0
29-2023000118,train,29.0,b'2023000118',0
45-2023009974,train,45.0,b'2023009974',1
36-2023006352,train,36.0,b'2023006352',0
02-2023004953,train,2.0,b'2023004953',0
19-2023003692,train,19.0,b'2023003692',0
08-2023003159,train,8.0,b'2023003159',0
53-2023011973,train,53.0,b'2023011973',0
53-2023015042,train,53.0,b'2023015042',1
20-2023009346,train,20.0,b'2023009346',0
09-2023007425,train,9.0,b'2023007425',0
27-2023013260,train,27.0,b'2023013260',0
53-2023018928,train,53.0,b'2023018928',0
37-2023003929,train,37.0,b'2023003929',0
20-2023009289,train,20.0,b'2023009289',0
02-2023002676,train,2.0,b'2023002676',0
19-2023005657,train,19.0,b'2023005657',0
53-2023005409,train,53.0,b'2023005409',0
12-2023007188,train,12.0,b'2023007188',0
36-2023008023,train,36.0,b'2023008023',0
29-2023002984,train,29.0,b'2023002984',0
53-2023014177,train,53.0,b'2023014177',0
19-2023003869,train,19.0,b'2023003869',0
16-2023002567,train,16.0,b'2023002567',0
20-2023003721,train,20.0,b'2023003721',0
29-2023004259,train,29.0,b'2023004259',0
26-2023004089,train,26.0,b'2023004089',0
36-2023009815,train,36.0,b'2023009815',0
41-2023003910,train,41.0,b'2023003910',0
01-2023001271,train,1.0,b'2023001271',0
24-2023007682,train,24.0,b'2023007682',0
20-2023005959,train,20.0,b'2023005959',0
23-2023005009,train,23.0,b'2023005009',0
06-2023004189,train,6.0,b'2023004189',0
11-2023000982,train,11.0,b'2023000982',0
36-2023016771,train,36.0,b'2023016771',0
36-2023004941,train,36.0,b'2023004941',0
13-2023004844,train,13.0,b'2023004844',0
23-2023007189,train,23.0,b'2023007189',0
48-2023000406,train,48.0,b'2023000406',0
12-2023011555,train,12.0,b'2023011555',0
30-2023004365,train,30.0,b'2023004365',0
40-2023003953,train,40.0,b'2023003953',0
